Passengers,PassengerId,Survived,Status,Pclass,Name,Sex,AgeNumber,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked
1,593,0,Perished,3,"Elsbury, Mr. William James",Male,47,> 12 years old,0,0,A/5 3902,7.25,,S
1,595,0,Perished,2,"Chapman, Mr. John Henry",Male,37,> 12 years old,1,0,SC/AH 29037,26,,S
1,596,0,Perished,3,"Van Impe, Mr. Jean Baptiste",Male,36,> 12 years old,1,1,345773,24.15,,S
1,598,0,Perished,3,"Johnson, Mr. Alfred",Male,49,> 12 years old,0,0,LINE,0,,S
1,600,1,Survived,1,"Duff Gordon, Sir. Cosmo Edmund (""Mr Morgan"")",Male,49,> 12 years old,1,0,PC 17485,56.9292,A20,C
1,601,1,Survived,2,"Jacobsohn, Mrs. Sidney Samuel (Amy Frances Christy)",Female,24,> 12 years old,2,1,243847,27,,S
1,604,0,Perished,3,"Torber, Mr. Ernst William",Male,44,> 12 years old,0,0,364511,8.05,,S
1,605,1,Survived,1,"Homer, Mr. Harry (""Mr E Haven"")",Male,35,> 12 years old,0,0,111426,26.55,,C
1,606,0,Perished,3,"Lindell, Mr. Edvard Bengtsson",Male,36,> 12 years old,1,0,349910,15.55,,S
1,607,0,Perished,3,"Karaic, Mr. Milan",Male,30,> 12 years old,0,0,349246,7.8958,,S
1,608,1,Survived,1,"Daniel, Mr. Robert Williams",Male,27,> 12 years old,0,0,113804,30.5,,S
1,609,1,Survived,2,"Laroche, Mrs. Joseph (Juliette Marie Louise Lafargue)",Female,22,> 12 years old,1,2,SC/Paris 2123,41.5792,,C
1,610,1,Survived,1,"Shutes, Miss. Elizabeth W",Female,40,> 12 years old,0,0,PC 17582,153.4625,C125,S
1,611,0,Perished,3,"Andersson, Mrs. Anders Johan (Alfrida Konstantia Brogren)",Female,39,> 12 years old,1,5,347082,31.275,,S
1,615,0,Perished,3,"Brocklebank, Mr. William Alfred",Male,35,> 12 years old,0,0,364512,8.05,,S
1,616,1,Survived,2,"Herman, Miss. Alice",Female,24,> 12 years old,1,2,220845,65,,S
1,617,0,Perished,3,"Danbom, Mr. Ernst Gilbert",Male,34,> 12 years old,1,1,347080,14.4,,S
1,618,0,Perished,3,"Lobb, Mrs. William Arthur (Cordelia K Stanlick)",Female,26,> 12 years old,1,0,A/5. 3336,16.1,,S
1,619,1,Survived,2,"Becker, Miss. Marion Louise",Female,4,<= 12 years,2,1,230136,39,F4,S
1,620,0,Perished,2,"Gavey, Mr. Lawrence",Male,26,> 12 years old,0,0,31028,10.5,,S
1,621,0,Perished,3,"Yasbeck, Mr. Antoni",Male,27,> 12 years old,1,0,2659,14.4542,,C
1,622,1,Survived,1,"Kimball, Mr. Edwin Nelson Jr",Male,42,> 12 years old,1,0,11753,52.5542,D19,S
1,623,1,Survived,3,"Nakid, Mr. Sahid",Male,20,> 12 years old,1,1,2653,15.7417,,C
1,624,0,Perished,3,"Hansen, Mr. Henry Damsgaard",Male,21,> 12 years old,0,0,350029,7.8542,,S
1,625,0,Perished,3,"Bowen, Mr. David John ""Dai""",Male,21,> 12 years old,0,0,54636,16.1,,S
1,626,0,Perished,1,"Sutton, Mr. Frederick",Male,61,> 12 years old,0,0,36963,32.3208,D50,S
1,627,0,Perished,2,"Kirkland, Rev. Charles Leonard",Male,57,> 12 years old,0,0,219533,12.35,,Q
1,628,1,Survived,1,"Longley, Miss. Gretchen Fiske",Female,21,> 12 years old,0,0,13502,77.9583,D9,S
1,629,0,Perished,3,"Bostandyeff, Mr. Guentcho",Male,26,> 12 years old,0,0,349224,7.8958,,S
1,631,1,Survived,1,"Barkworth, Mr. Algernon Henry Wilson",Male,80,> 12 years old,0,0,27042,30,A23,S
1,632,0,Perished,3,"Lundahl, Mr. Johan Svensson",Male,51,> 12 years old,0,0,347743,7.0542,,S
1,633,1,Survived,1,"Stahelin-Maeglin, Dr. Max",Male,32,> 12 years old,0,0,13214,30.5,B50,C
1,635,0,Perished,3,"Skoog, Miss. Mabel",Female,9,<= 12 years,3,2,347088,27.9,,S
1,636,1,Survived,2,"Davis, Miss. Mary",Female,28,> 12 years old,0,0,237668,13,,S
1,637,0,Perished,3,"Leinonen, Mr. Antti Gustaf",Male,32,> 12 years old,0,0,STON/O 2. 3101292,7.925,,S
1,638,0,Perished,2,"Collyer, Mr. Harvey",Male,31,> 12 years old,1,1,C.A. 31921,26.25,,S
1,639,0,Perished,3,"Panula, Mrs. Juha (Maria Emilia Ojala)",Female,41,> 12 years old,0,5,3101295,39.6875,,S
1,641,0,Perished,3,"Jensen, Mr. Hans Peder",Male,20,> 12 years old,0,0,350050,7.8542,,S
1,642,1,Survived,1,"Sagesser, Mlle. Emma",Female,24,> 12 years old,0,0,PC 17477,69.3,B35,C
1,643,0,Perished,3,"Skoog, Miss. Margit Elizabeth",Female,2,<= 12 years,3,2,347088,27.9,,S
1,645,1,Survived,3,"Baclini, Miss. Eugenie",Female,0.75,<= 12 years,2,1,2666,19.2583,,C
1,646,1,Survived,1,"Harper, Mr. Henry Sleeper",Male,48,> 12 years old,1,0,PC 17572,76.7292,D33,C
1,647,0,Perished,3,"Cor, Mr. Liudevit",Male,19,> 12 years old,0,0,349231,7.8958,,S
1,648,1,Survived,1,"Simonius-Blumer, Col. Oberst Alfons",Male,56,> 12 years old,0,0,13213,35.5,A26,C
1,650,1,Survived,3,"Stanley, Miss. Amy Zillah Elsie",Female,23,> 12 years old,0,0,CA. 2314,7.55,,S
1,652,1,Survived,2,"Doling, Miss. Elsie",Female,18,> 12 years old,0,1,231919,23,,S
1,653,0,Perished,3,"Kalvik, Mr. Johannes Halvorsen",Male,21,> 12 years old,0,0,8475,8.4333,,S
1,655,0,Perished,3,"Hegarty, Miss. Hanora ""Nora""",Female,18,> 12 years old,0,0,365226,6.75,,Q
1,656,0,Perished,2,"Hickman, Mr. Leonard Mark",Male,24,> 12 years old,2,0,S.O.C. 14879,73.5,,S
1,658,0,Perished,3,"Bourke, Mrs. John (Catherine)",Female,32,> 12 years old,1,1,364849,15.5,,Q
1,659,0,Perished,2,"Eitemiller, Mr. George Floyd",Male,23,> 12 years old,0,0,29751,13,,S
1,660,0,Perished,1,"Newell, Mr. Arthur Webster",Male,58,> 12 years old,0,2,35273,113.275,D48,C
1,661,1,Survived,1,"Frauenthal, Dr. Henry William",Male,50,> 12 years old,2,0,PC 17611,133.65,,S
1,662,0,Perished,3,"Badt, Mr. Mohamed",Male,40,> 12 years old,0,0,2623,7.225,,C
1,663,0,Perished,1,"Colley, Mr. Edward Pomeroy",Male,47,> 12 years old,0,0,5727,25.5875,E58,S
1,664,0,Perished,3,"Coleff, Mr. Peju",Male,36,> 12 years old,0,0,349210,7.4958,,S
1,665,1,Survived,3,"Lindqvist, Mr. Eino William",Male,20,> 12 years old,1,0,STON/O 2. 3101285,7.925,,S
1,666,0,Perished,2,"Hickman, Mr. Lewis",Male,32,> 12 years old,2,0,S.O.C. 14879,73.5,,S
1,667,0,Perished,2,"Butler, Mr. Reginald Fenton",Male,25,> 12 years old,0,0,234686,13,,S
1,669,0,Perished,3,"Cook, Mr. Jacob",Male,43,> 12 years old,0,0,A/5 3536,8.05,,S
1,671,1,Survived,2,"Brown, Mrs. Thomas William Solomon (Elizabeth Catherine Ford)",Female,40,> 12 years old,1,1,29750,39,,S
1,672,0,Perished,1,"Davidson, Mr. Thornton",Male,31,> 12 years old,1,0,F.C. 12750,52,B71,S
1,673,0,Perished,2,"Mitchell, Mr. Henry Michael",Male,70,> 12 years old,0,0,C.A. 24580,10.5,,S
1,674,1,Survived,2,"Wilhelms, Mr. Charles",Male,31,> 12 years old,0,0,244270,13,,S
1,676,0,Perished,3,"Edvardsson, Mr. Gustaf Hjalmar",Male,18,> 12 years old,0,0,349912,7.775,,S
1,677,0,Perished,3,"Sawyer, Mr. Frederick Charles",Male,24.5,> 12 years old,0,0,342826,8.05,,S
1,678,1,Survived,3,"Turja, Miss. Anna Sofia",Female,18,> 12 years old,0,0,4138,9.8417,,S
1,679,0,Perished,3,"Goodwin, Mrs. Frederick (Augusta Tyler)",Female,43,> 12 years old,1,6,CA 2144,46.9,,S
1,680,1,Survived,1,"Cardeza, Mr. Thomas Drake Martinez",Male,36,> 12 years old,0,1,PC 17755,512.3292,B51 B53 B55,C
1,682,1,Survived,1,"Hassab, Mr. Hammad",Male,27,> 12 years old,0,0,PC 17572,76.7292,D49,C
1,683,0,Perished,3,"Olsvigen, Mr. Thor Anderson",Male,20,> 12 years old,0,0,6563,9.225,,S
1,684,0,Perished,3,"Goodwin, Mr. Charles Edward",Male,14,> 12 years old,5,2,CA 2144,46.9,,S
1,685,0,Perished,2,"Brown, Mr. Thomas William Solomon",Male,60,> 12 years old,1,1,29750,39,,S
1,686,0,Perished,2,"Laroche, Mr. Joseph Philippe Lemercier",Male,25,> 12 years old,1,2,SC/Paris 2123,41.5792,,C
1,687,0,Perished,3,"Panula, Mr. Jaako Arnold",Male,14,> 12 years old,4,1,3101295,39.6875,,S
1,688,0,Perished,3,"Dakic, Mr. Branko",Male,19,> 12 years old,0,0,349228,10.1708,,S
1,689,0,Perished,3,"Fischer, Mr. Eberhard Thelander",Male,18,> 12 years old,0,0,350036,7.7958,,S
1,690,1,Survived,1,"Madill, Miss. Georgette Alexandra",Female,15,> 12 years old,0,1,24160,211.3375,B5,S
1,691,1,Survived,1,"Dick, Mr. Albert Adrian",Male,31,> 12 years old,1,0,17474,57,B20,S
1,692,1,Survived,3,"Karun, Miss. Manca",Female,4,<= 12 years,0,1,349256,13.4167,,C
1,694,0,Perished,3,"Saad, Mr. Khalil",Male,25,> 12 years old,0,0,2672,7.225,,C
1,695,0,Perished,1,"Weir, Col. John",Male,60,> 12 years old,0,0,113800,26.55,,S
1,696,0,Perished,2,"Chapman, Mr. Charles Henry",Male,52,> 12 years old,0,0,248731,13.5,,S
1,697,0,Perished,3,"Kelly, Mr. James",Male,44,> 12 years old,0,0,363592,8.05,,S
1,699,0,Perished,1,"Thayer, Mr. John Borland",Male,49,> 12 years old,1,1,17421,110.8833,C68,C
1,700,0,Perished,3,"Humblen, Mr. Adolf Mathias Nicolai Olsen",Male,42,> 12 years old,0,0,348121,7.65,F G63,S
1,701,1,Survived,1,"Astor, Mrs. John Jacob (Madeleine Talmadge Force)",Female,18,> 12 years old,1,0,PC 17757,227.525,C62 C64,C
1,702,1,Survived,1,"Silverthorne, Mr. Spencer Victor",Male,35,> 12 years old,0,0,PC 17475,26.2875,E24,S
1,703,0,Perished,3,"Barbara, Miss. Saiide",Female,18,> 12 years old,0,1,2691,14.4542,,C
1,704,0,Perished,3,"Gallagher, Mr. Martin",Male,25,> 12 years old,0,0,36864,7.7417,,Q
1,705,0,Perished,3,"Hansen, Mr. Henrik Juul",Male,26,> 12 years old,1,0,350025,7.8542,,S
1,706,0,Perished,2,"Morley, Mr. Henry Samuel (""Mr Henry Marshall"")",Male,39,> 12 years old,0,0,250655,26,,S
1,707,1,Survived,2,"Kelly, Mrs. Florence ""Fannie""",Female,45,> 12 years old,0,0,223596,13.5,,S
1,708,1,Survived,1,"Calderhead, Mr. Edward Pennington",Male,42,> 12 years old,0,0,PC 17476,26.2875,E24,S
1,709,1,Survived,1,"Cleaver, Miss. Alice",Female,22,> 12 years old,0,0,113781,151.55,,S
1,711,1,Survived,1,"Mayne, Mlle. Berthe Antonine (""Mrs de Villiers"")",Female,24,> 12 years old,0,0,PC 17482,49.5042,C90,C
1,713,1,Survived,1,"Taylor, Mr. Elmer Zebley",Male,48,> 12 years old,1,0,19996,52,C126,S
1,714,0,Perished,3,"Larsson, Mr. August Viktor",Male,29,> 12 years old,0,0,7545,9.4833,,S
1,715,0,Perished,2,"Greenberg, Mr. Samuel",Male,52,> 12 years old,0,0,250647,13,,S
1,716,0,Perished,3,"Soholt, Mr. Peter Andreas Lauritz Andersen",Male,19,> 12 years old,0,0,348124,7.65,F G73,S
1,717,1,Survived,1,"Endres, Miss. Caroline Louise",Female,38,> 12 years old,0,0,PC 17757,227.525,C45,C
1,718,1,Survived,2,"Troutt, Miss. Edwina Celia ""Winnie""",Female,27,> 12 years old,0,0,34218,10.5,E101,S
1,720,0,Perished,3,"Johnson, Mr. Malkolm Joackim",Male,33,> 12 years old,0,0,347062,7.775,,S
1,721,1,Survived,2,"Harper, Miss. Annie Jessie ""Nina""",Female,6,<= 12 years,0,1,248727,33,,S
1,722,0,Perished,3,"Jensen, Mr. Svend Lauritz",Male,17,> 12 years old,1,0,350048,7.0542,,S
1,723,0,Perished,2,"Gillespie, Mr. William Henry",Male,34,> 12 years old,0,0,12233,13,,S
1,724,0,Perished,2,"Hodges, Mr. Henry Price",Male,50,> 12 years old,0,0,250643,13,,S
1,725,1,Survived,1,"Chambers, Mr. Norman Campbell",Male,27,> 12 years old,1,0,113806,53.1,E8,S
1,726,0,Perished,3,"Oreskovic, Mr. Luka",Male,20,> 12 years old,0,0,315094,8.6625,,S
1,727,1,Survived,2,"Renouf, Mrs. Peter Henry (Lillian Jefferys)",Female,30,> 12 years old,3,0,31027,21,,S
1,729,0,Perished,2,"Bryhl, Mr. Kurt Arnold Gottfrid",Male,25,> 12 years old,1,0,236853,26,,S
1,730,0,Perished,3,"Ilmakangas, Miss. Pieta Sofia",Female,25,> 12 years old,1,0,STON/O2. 3101271,7.925,,S
1,731,1,Survived,1,"Allen, Miss. Elisabeth Walton",Female,29,> 12 years old,0,0,24160,211.3375,B5,S
1,732,0,Perished,3,"Hassan, Mr. Houssein G N",Male,11,<= 12 years,0,0,2699,18.7875,,C
1,734,0,Perished,2,"Berriman, Mr. William John",Male,23,> 12 years old,0,0,28425,13,,S
1,735,0,Perished,2,"Troupiansky, Mr. Moses Aaron",Male,23,> 12 years old,0,0,233639,13,,S
1,736,0,Perished,3,"Williams, Mr. Leslie",Male,28.5,> 12 years old,0,0,54636,16.1,,S
1,737,0,Perished,3,"Ford, Mrs. Edward (Margaret Ann Watson)",Female,48,> 12 years old,1,3,W./C. 6608,34.375,,S
1,738,1,Survived,1,"Lesurer, Mr. Gustave J",Male,35,> 12 years old,0,0,PC 17755,512.3292,B101,C
1,742,0,Perished,1,"Cavendish, Mr. Tyrell William",Male,36,> 12 years old,1,0,19877,78.85,C46,S
1,743,1,Survived,1,"Ryerson, Miss. Susan Parker ""Suzette""",Female,21,> 12 years old,2,2,PC 17608,262.375,B57 B59 B63 B66,C
1,744,0,Perished,3,"McNamee, Mr. Neal",Male,24,> 12 years old,1,0,376566,16.1,,S
1,745,1,Survived,3,"Stranden, Mr. Juho",Male,31,> 12 years old,0,0,STON/O 2. 3101288,7.925,,S
1,746,0,Perished,1,"Crosby, Capt. Edward Gifford",Male,70,> 12 years old,1,1,WE/P 5735,71,B22,S
1,747,0,Perished,3,"Abbott, Mr. Rossmore Edward",Male,16,> 12 years old,1,1,C.A. 2673,20.25,,S
1,748,1,Survived,2,"Sinkkonen, Miss. Anna",Female,30,> 12 years old,0,0,250648,13,,S
1,749,0,Perished,1,"Marvin, Mr. Daniel Warner",Male,19,> 12 years old,1,0,113773,53.1,D30,S
1,750,0,Perished,3,"Connaghton, Mr. Michael",Male,31,> 12 years old,0,0,335097,7.75,,Q
1,751,1,Survived,2,"Wells, Miss. Joan",Female,4,<= 12 years,1,1,29103,23,,S
1,752,1,Survived,3,"Moor, Master. Meier",Male,6,<= 12 years,0,1,392096,12.475,E121,S
1,753,0,Perished,3,"Vande Velde, Mr. Johannes Joseph",Male,33,> 12 years old,0,0,345780,9.5,,S
1,754,0,Perished,3,"Jonkoff, Mr. Lalio",Male,23,> 12 years old,0,0,349204,7.8958,,S
1,755,1,Survived,2,"Herman, Mrs. Samuel (Jane Laver)",Female,48,> 12 years old,1,2,220845,65,,S
1,756,1,Survived,2,"Hamalainen, Master. Viljo",Male,0.67,<= 12 years,1,1,250649,14.5,,S
1,757,0,Perished,3,"Carlsson, Mr. August Sigfrid",Male,28,> 12 years old,0,0,350042,7.7958,,S
1,758,0,Perished,2,"Bailey, Mr. Percy Andrew",Male,18,> 12 years old,0,0,29108,11.5,,S
1,759,0,Perished,3,"Theobald, Mr. Thomas Leonard",Male,34,> 12 years old,0,0,363294,8.05,,S
1,760,1,Survived,1,"Rothes, the Countess. of (Lucy Noel Martha Dyer-Edwards)",Female,33,> 12 years old,0,0,110152,86.5,B77,S
1,762,0,Perished,3,"Nirva, Mr. Iisakki Antino Aijo",Male,41,> 12 years old,0,0,SOTON/O2 3101272,7.125,,S
1,763,1,Survived,3,"Barah, Mr. Hanna Assi",Male,20,> 12 years old,0,0,2663,7.2292,,C
1,764,1,Survived,1,"Carter, Mrs. William Ernest (Lucile Polk)",Female,36,> 12 years old,1,2,113760,120,B96 B98,S
1,765,0,Perished,3,"Eklund, Mr. Hans Linus",Male,16,> 12 years old,0,0,347074,7.775,,S
1,766,1,Survived,1,"Hogeboom, Mrs. John C (Anna Andrews)",Female,51,> 12 years old,1,0,13502,77.9583,D11,S
1,768,0,Perished,3,"Mangan, Miss. Mary",Female,30.5,> 12 years old,0,0,364850,7.75,,Q
1,770,0,Perished,3,"Gronnestad, Mr. Daniel Danielsen",Male,32,> 12 years old,0,0,8471,8.3625,,S
1,771,0,Perished,3,"Lievens, Mr. Rene Aime",Male,24,> 12 years old,0,0,345781,9.5,,S
1,772,0,Perished,3,"Jensen, Mr. Niels Peder",Male,48,> 12 years old,0,0,350047,7.8542,,S
1,773,0,Perished,2,"Mack, Mrs. (Mary)",Female,57,> 12 years old,0,0,S.O./P.P. 3,10.5,E77,S
1,775,1,Survived,2,"Hocking, Mrs. Elizabeth (Eliza Needs)",Female,54,> 12 years old,1,3,29105,23,,S
1,776,0,Perished,3,"Myhrman, Mr. Pehr Fabian Oliver Malkolm",Male,18,> 12 years old,0,0,347078,7.75,,S
1,778,1,Survived,3,"Emanuel, Miss. Virginia Ethel",Female,5,<= 12 years,0,0,364516,12.475,,S
1,780,1,Survived,1,"Robert, Mrs. Edward Scott (Elisabeth Walton McMillan)",Female,43,> 12 years old,0,1,24160,211.3375,B3,S
1,781,1,Survived,3,"Ayoub, Miss. Banoura",Female,13,> 12 years old,0,0,2687,7.2292,,C
1,782,1,Survived,1,"Dick, Mrs. Albert Adrian (Vera Gillespie)",Female,17,> 12 years old,1,0,17474,57,B20,S
1,783,0,Perished,1,"Long, Mr. Milton Clyde",Male,29,> 12 years old,0,0,113501,30,D6,S
1,785,0,Perished,3,"Ali, Mr. William",Male,25,> 12 years old,0,0,SOTON/O.Q. 3101312,7.05,,S
1,786,0,Perished,3,"Harmer, Mr. Abraham (David Lishin)",Male,25,> 12 years old,0,0,374887,7.25,,S
1,787,1,Survived,3,"Sjoblom, Miss. Anna Sofia",Female,18,> 12 years old,0,0,3101265,7.4958,,S
1,788,0,Perished,3,"Rice, Master. George Hugh",Male,8,<= 12 years,4,1,382652,29.125,,Q
1,789,1,Survived,3,"Dean, Master. Bertram Vere",Male,1,<= 12 years,1,2,C.A. 2315,20.575,,S
1,790,0,Perished,1,"Guggenheim, Mr. Benjamin",Male,46,> 12 years old,0,0,PC 17593,79.2,B82 B84,C
1,792,0,Perished,2,"Gaskell, Mr. Alfred",Male,16,> 12 years old,0,0,239865,26,,S
1,795,0,Perished,3,"Dantcheff, Mr. Ristiu",Male,25,> 12 years old,0,0,349203,7.8958,,S
1,796,0,Perished,2,"Otter, Mr. Richard",Male,39,> 12 years old,0,0,28213,13,,S
1,797,1,Survived,1,"Leader, Dr. Alice (Farnham)",Female,49,> 12 years old,0,0,17465,25.9292,D17,S
1,798,1,Survived,3,"Osman, Mrs. Mara",Female,31,> 12 years old,0,0,349244,8.6833,,S
1,799,0,Perished,3,"Ibrahim Shawah, Mr. Yousseff",Male,30,> 12 years old,0,0,2685,7.2292,,C
1,800,0,Perished,3,"Van Impe, Mrs. Jean Baptiste (Rosalie Paula Govaert)",Female,30,> 12 years old,1,1,345773,24.15,,S
1,801,0,Perished,2,"Ponesell, Mr. Martin",Male,34,> 12 years old,0,0,250647,13,,S
1,802,1,Survived,2,"Collyer, Mrs. Harvey (Charlotte Annie Tate)",Female,31,> 12 years old,1,1,C.A. 31921,26.25,,S
1,803,1,Survived,1,"Carter, Master. William Thornton II",Male,11,<= 12 years,1,2,113760,120,B96 B98,S
1,804,1,Survived,3,"Thomas, Master. Assad Alexander",Male,0.42,<= 12 years,0,1,2625,8.5167,,C
1,805,1,Survived,3,"Hedman, Mr. Oskar Arvid",Male,27,> 12 years old,0,0,347089,6.975,,S
1,806,0,Perished,3,"Johansson, Mr. Karl Johan",Male,31,> 12 years old,0,0,347063,7.775,,S
1,807,0,Perished,1,"Andrews, Mr. Thomas Jr",Male,39,> 12 years old,0,0,112050,0,A36,S
1,808,0,Perished,3,"Pettersson, Miss. Ellen Natalia",Female,18,> 12 years old,0,0,347087,7.775,,S
1,809,0,Perished,2,"Meyer, Mr. August",Male,39,> 12 years old,0,0,248723,13,,S
1,810,1,Survived,1,"Chambers, Mrs. Norman Campbell (Bertha Griggs)",Female,33,> 12 years old,1,0,113806,53.1,E8,S
1,811,0,Perished,3,"Alexander, Mr. William",Male,26,> 12 years old,0,0,3474,7.8875,,S
1,812,0,Perished,3,"Lester, Mr. James",Male,39,> 12 years old,0,0,A/4 48871,24.15,,S
1,813,0,Perished,2,"Slemen, Mr. Richard James",Male,35,> 12 years old,0,0,28206,10.5,,S
1,814,0,Perished,3,"Andersson, Miss. Ebba Iris Alfrida",Female,6,<= 12 years,4,2,347082,31.275,,S
1,815,0,Perished,3,"Tomlin, Mr. Ernest Portage",Male,30.5,> 12 years old,0,0,364499,8.05,,S
1,817,0,Perished,3,"Heininen, Miss. Wendla Maria",Female,23,> 12 years old,0,0,STON/O2. 3101290,7.925,,S
1,818,0,Perished,2,"Mallet, Mr. Albert",Male,31,> 12 years old,1,1,S.C./PARIS 2079,37.0042,,C
1,819,0,Perished,3,"Holm, Mr. John Fredrik Alexander",Male,43,> 12 years old,0,0,C 7075,6.45,,S
1,820,0,Perished,3,"Skoog, Master. Karl Thorsten",Male,10,<= 12 years,3,2,347088,27.9,,S
1,821,1,Survived,1,"Hays, Mrs. Charles Melville (Clara Jennings Gregg)",Female,52,> 12 years old,1,1,12749,93.5,B69,S
1,822,1,Survived,3,"Lulic, Mr. Nikola",Male,27,> 12 years old,0,0,315098,8.6625,,S
1,823,0,Perished,1,"Reuchlin, Jonkheer. John George",Male,38,> 12 years old,0,0,19972,0,,S
1,824,1,Survived,3,"Moor, Mrs. (Beila)",Female,27,> 12 years old,0,1,392096,12.475,E121,S
1,825,0,Perished,3,"Panula, Master. Urho Abraham",Male,2,<= 12 years,4,1,3101295,39.6875,,S
1,828,1,Survived,2,"Mallet, Master. Andre",Male,1,<= 12 years,0,2,S.C./PARIS 2079,37.0042,,C
1,830,1,Survived,1,"Stone, Mrs. George Nelson (Martha Evelyn)",Female,62,> 12 years old,0,0,113572,80,B28,
1,831,1,Survived,3,"Yasbeck, Mrs. Antoni (Selini Alexander)",Female,15,> 12 years old,1,0,2659,14.4542,,C
1,832,1,Survived,2,"Richards, Master. George Sibley",Male,0.83,<= 12 years,1,1,29106,18.75,,S
1,834,0,Perished,3,"Augustsson, Mr. Albert",Male,23,> 12 years old,0,0,347468,7.8542,,S
1,835,0,Perished,3,"Allum, Mr. Owen George",Male,18,> 12 years old,0,0,2223,8.3,,S
1,836,1,Survived,1,"Compton, Miss. Sara Rebecca",Female,39,> 12 years old,1,1,PC 17756,83.1583,E49,C
1,837,0,Perished,3,"Pasic, Mr. Jakob",Male,21,> 12 years old,0,0,315097,8.6625,,S
1,839,1,Survived,3,"Chip, Mr. Chang",Male,32,> 12 years old,0,0,1601,56.4958,,S
1,841,0,Perished,3,"Alhomaki, Mr. Ilmari Rudolf",Male,20,> 12 years old,0,0,SOTON/O2 3101287,7.925,,S
1,842,0,Perished,2,"Mudd, Mr. Thomas Charles",Male,16,> 12 years old,0,0,S.O./P.P. 3,10.5,,S
1,843,1,Survived,1,"Serepeca, Miss. Augusta",Female,30,> 12 years old,0,0,113798,31,,C
1,844,0,Perished,3,"Lemberopolous, Mr. Peter L",Male,34.5,> 12 years old,0,0,2683,6.4375,,C
1,845,0,Perished,3,"Culumovic, Mr. Jeso",Male,17,> 12 years old,0,0,315090,8.6625,,S
1,846,0,Perished,3,"Abbing, Mr. Anthony",Male,42,> 12 years old,0,0,C.A. 5547,7.55,,S
1,848,0,Perished,3,"Markoff, Mr. Marin",Male,35,> 12 years old,0,0,349213,7.8958,,C
1,849,0,Perished,2,"Harper, Rev. John",Male,28,> 12 years old,0,1,248727,33,,S
1,851,0,Perished,3,"Andersson, Master. Sigvard Harald Elias",Male,4,<= 12 years,4,2,347082,31.275,,S
1,852,0,Perished,3,"Svensson, Mr. Johan",Male,74,> 12 years old,0,0,347060,7.775,,S
1,853,0,Perished,3,"Boulos, Miss. Nourelain",Female,9,<= 12 years,1,1,2678,15.2458,,C
1,854,1,Survived,1,"Lines, Miss. Mary Conover",Female,16,> 12 years old,0,1,PC 17592,39.4,D28,S
1,855,0,Perished,2,"Carter, Mrs. Ernest Courtenay (Lilian Hughes)",Female,44,> 12 years old,1,0,244252,26,,S
1,856,1,Survived,3,"Aks, Mrs. Sam (Leah Rosen)",Female,18,> 12 years old,0,1,392091,9.35,,S
1,857,1,Survived,1,"Wick, Mrs. George Dennick (Mary Hitchcock)",Female,45,> 12 years old,1,1,36928,164.8667,,S
1,858,1,Survived,1,"Daly, Mr. Peter Denis ",Male,51,> 12 years old,0,0,113055,26.55,E17,S
1,859,1,Survived,3,"Baclini, Mrs. Solomon (Latifa Qurban)",Female,24,> 12 years old,0,3,2666,19.2583,,C
1,861,0,Perished,3,"Hansen, Mr. Claus Peter",Male,41,> 12 years old,2,0,350026,14.1083,,S
1,862,0,Perished,2,"Giles, Mr. Frederick Edward",Male,21,> 12 years old,1,0,28134,11.5,,S
1,863,1,Survived,1,"Swift, Mrs. Frederick Joel (Margaret Welles Barron)",Female,48,> 12 years old,0,0,17466,25.9292,D17,S
1,865,0,Perished,2,"Gill, Mr. John William",Male,24,> 12 years old,0,0,233866,13,,S
1,866,1,Survived,2,"Bystrom, Mrs. (Karolina)",Female,42,> 12 years old,0,0,236852,13,,S
1,867,1,Survived,2,"Duran y More, Miss. Asuncion",Female,27,> 12 years old,1,0,SC/PARIS 2149,13.8583,,C
1,868,0,Perished,1,"Roebling, Mr. Washington Augustus II",Male,31,> 12 years old,0,0,PC 17590,50.4958,A24,S
1,870,1,Survived,3,"Johnson, Master. Harold Theodor",Male,4,<= 12 years,1,1,347742,11.1333,,S
1,871,0,Perished,3,"Balkic, Mr. Cerin",Male,26,> 12 years old,0,0,349248,7.8958,,S
1,872,1,Survived,1,"Beckwith, Mrs. Richard Leonard (Sallie Monypeny)",Female,47,> 12 years old,1,1,11751,52.5542,D35,S
1,873,0,Perished,1,"Carlsson, Mr. Frans Olof",Male,33,> 12 years old,0,0,695,5,B51 B53 B55,S
1,874,0,Perished,3,"Vander Cruyssen, Mr. Victor",Male,47,> 12 years old,0,0,345765,9,,S
1,875,1,Survived,2,"Abelson, Mrs. Samuel (Hannah Wizosky)",Female,28,> 12 years old,1,0,P/PP 3381,24,,C
1,876,1,Survived,3,"Najib, Miss. Adele Kiamie ""Jane""",Female,15,> 12 years old,0,0,2667,7.225,,C
1,877,0,Perished,3,"Gustafsson, Mr. Alfred Ossian",Male,20,> 12 years old,0,0,7534,9.8458,,S
1,878,0,Perished,3,"Petroff, Mr. Nedelio",Male,19,> 12 years old,0,0,349212,7.8958,,S
1,880,1,Survived,1,"Potter, Mrs. Thomas Jr (Lily Alexenia Wilson)",Female,56,> 12 years old,0,1,11767,83.1583,C50,C
